-48638,-50141,-6865,-11521,-34395,-20470,-10585,-8957,15726,14915,42008,-22336,49808,16138,-20140,-29961,-11197,52896,27064,3515,15069,-37296,-42165,5222,-1171,-20215,23946,43458,-34666,-34534,-12947,67929,-23121,36750,4471,-21130,632,5234,-25669,7105,-71075,31986,57934,-11324,-4584,-27217,87526,-18074,-71836,5447,-28535,52562,-83175,17366,-20649,-8686,-29716,20130,13340,-1858,-59532,-5705,32684,-12028,37135,32758,-42184,7661,9517,-21741,28844,-79761,-17776,-22849,-45648,-36572,15435,-10392,12542,1039,-3454,21594,-15008,16581,-1363,10657,63629,-32212,-2847,24041,-46052,-22454,4171,-52573,-59011,-11509,13777,-25886,30063,-53550
-60977,8158,95882,-47802,-31862,-77997,4607,7609,-12252,25841,17148,-33132,-2672,20754,12686,-14240,-18486,-22810,39464,-43122,-15543,-20133,11071,38465,-898,29680,7586,7509,-9023,40703,-26708,-24461,-4065,-37677,23632,8966,-68668,-3387,42456,-41519,2286,7849,49673,34892,4653,-8312,-37386,27453,-78704,-1292,60916,12279,21399,47604,-24339,25738,4982,-41992,3847,39378,3056,17079,-12653,-5422,19431,43013,10931,15513,16023,22382,-51793,-29848,-9553,-16601,-4472,-23742,21661,-22653,50551,-35352,26510,49714,-59851,-34789,15504,33009,-22643,-53923,-3483,-12317,-13791,-14103,76428,-3147,50766,4252,-14289,-10242,-20300,15919
-55802,-88431,-41398,15964,-10162,-18276,631,16944,28206,-45968,-19628,-24812,-12164,71658,-31900,5460,-17215,45809,24018,31221,32198,-18377,24151,37712,14986,38886,-3956,-28351,-38278,-40882,18499,-36435,-924,-44679,27352,3809,-54633,-22932,-17612,-19705,-30792,12273,7298,-8868,6838,-30983,22391,-35990,44108,-47162,-47212,91271,-20308,-2484,25274,46843,11638,-31083,-39116,72405,-2811,-3638,11001,-37881,9645,14992,-13829,67814,-18590,5460,8418,6452,18770,6199,-13565,-57851,-39448,23618,-37073,7370,-33750,27467,52752,12037,23847,-11464,-3859,-12252,-10161,-9935,-41368,-51579,21144,-29335,23441,16678,14286,35346,-20674,7549
-37365,40603,32796,-5669,-42365,-612,-41827,-2928,-19462,13481,-15910,-4303,91617,48144,-19398,-12689,2615,-8458,62529,-56812,-76835,-54654,-8065,37181,2008,-48464,13316,-27835,-19097,24621,-43898,22005,56067,15924,45630,54486,8393,1487,-8261,1978,-60077,-14118,26132,8936,-78189,30653,-48121,7731,14438,37702,32440,-34104,33833,22410,-48631,-14396,-5177,-27196,-1612,633,-31461,12650,5206,-43407,-91370,-47900,32439,-22278,31169,-1330,-44021,-1759,-1435,-3847,41851,6359,-5662,79076,31071,-31046,-13395,47503,49465,50049,-2782,-38394,7232,62407,-15747,-43221,-24396,6927,22181,27379,52856,15673,556,23120,45684,-88708
-19547,15746,18348,-30900,-24904,-60367,44861,-31570,-11556,-14126,-20418,-947,63145,22867,-55942,-10039,11269,-8555,60772,-39652,-29505,-7813,-65346,9116,-29881,-81967,598,-10302,-7299,-31329,16215,22270,136662,64786,25779,30195,17817,-19589,-18133,-62097,-57945,-63123,11949,-25121,-528,32367,9726,34343,51020,-799,20012,-80766,32334,21838,3177,-12603,-45155,-9269,26730,5873,-25621,32756,-3765,4070,-29176,-51063,2628,-7718,33242,38139,62243,-41022,-44785,38296,52511,7514,13469,60982,33420,63323,52252,6995,75565,40324,58447,-8985,-5959,36456,-8680,-49006,-58537,-17980,19848,581,4796,68322,639,-45021,41607,-70291
38061,-21695,118877,18580,9333,17659,44307,-13556,48463,18528,23435,28997,-37961,-18954,96416,-42293,29189,-32229,-34507,-13340,20766,-15564,29698,12996,-76663,39872,-32048,-25311,41402,12158,-47389,44583,-102272,46495,20832,1702,40711,-1186,8372,-39836,-1199,-23632,23432,39477,-9019,6127,50689,-817,-81356,27654,-5727,4796,19002,1913,-47942,28092,-34450,20553,5831,-9082,24995,16661,6711,1967,-24640,-37946,1176,-32808,8520,-20024,-15386,43662,-10534,-54432,-81616,10097,-29472,-2081,22954,-1205,-2732,29252,27784,-9567,52621,22325,-34165,47376,20169,-27618,-57918,10431,-7632,88108,14854,50240,-35232,47375,15737,40397
21840,17153,89398,-3591,-27846,-32703,-23541,25262,-11058,-16794,-66559,42378,-5666,-1468,4722,-41409,8367,-25830,27613,-4790,-8349,3525,8593,40928,-29750,36068,27301,-1671,-16325,26739,-43777,-61841,-29233,-68157,-30584,38333,21914,-13231,-12621,-14908,12981,-51336,42806,73438,21774,-47635,-37255,32917,27365,-31848,7948,-29247,4682,7625,23321,41392,-16963,18003,14333,-21945,-39713,-64287,-5701,37724,4954,8552,4332,4892,36904,30326,-5118,42079,51693,-41106,-18487,24114,-19158,-76057,36258,-16009,20105,-22476,-8997,-47446,7275,14917,5849,42525,-9367,-74827,-51704,32271,49422,45523,44483,84334,10590,130896,19405,62153
12974,-62177,-25542,5582,-48209,30739,4795,12449,4010,31514,-3883,32156,-66886,-60859,5361,-29784,5796,-20873,27788,-1729,-26945,42888,23028,29329,-72567,24551,-17520,48235,31976,-2922,-62235,44951,-34810,-15452,30200,38516,-19011,-54459,9929,-14152,-2921,40102,46375,-14062,-49407,19062,71401,17084,-21383,12815,23027,15956,-23782,21375,-552,38111,-20767,-14562,39378,-50101,75235,-13232,-55780,47222,-2730,17276,1725,2751,5435,23199,-39093,-46022,50664,-2221,-26446,-19016,11952,-24952,-19177,-34598,-2376,320,9884,14443,2284,44921,-77460,38111,33166,50977,-14637,16131,56783,6801,37031,28504,39139,22348,-8258,55933
-78273,-8816,-190,5033,-11418,269,-10119,10662,37324,12144,-19853,-13203,1006,31592,-44704,-6148,-47940,6212,42937,-46988,19585,428,12030,-23575,-37971,-39481,-2235,-9000,-11582,-13877,-54369,-15450,-352,11235,10666,-19926,-28803,-12088,-4765,-27956,-17160,-74029,-21846,38835,8400,-30771,-23724,-45207,32188,4552,7470,-25255,40203,29185,22824,62460,-15059,-39527,-14062,-2603,-22026,-745,32195,-22816,-33545,-26405,-34407,1746,32742,-9555,17136,-48963,28299,-8087,-35215,18969,-24347,19159,55191,46304,18140,-36035,16115,-27498,13648,6457,29127,71691,23095,-21363,-39442,-8248,84471,48428,21240,45328,-22152,37324,61071,52635
9203,30022,104168,-19021,31227,51726,25787,-31071,10062,54217,4475,-88132,40556,30964,21548,81980,43185,-7412,86989,-33701,-10162,13057,-10200,28189,-51279,48521,25383,-21561,-3418,55043,-31030,-87978,15995,-11493,-58376,12628,14469,73425,39015,-26679,-11485,6257,14245,6594,-32334,-11257,-1666,-12509,38176,2115,-12057,19976,17216,58514,25965,-51654,-7781,-10258,24154,33678,14094,-27967,6176,-19360,14186,-7782,-54350,14528,30559,14922,-5535,-7149,48759,-57295,11295,29324,31414,-7772,23475,-22805,-40788,-46733,-53881,41163,404,-11089,-30739,-14624,-5131,-12541,-8098,-48625,18151,16694,31437,6567,21696,15746,-17685,50431
20289,-998,-44480,-58110,-40739,8579,-39096,-26917,-8894,29326,115319,5291,-49677,13684,3131,14938,12399,22890,-17800,-52746,30513,23273,66044,22520,-7862,18139,1769,-59212,-33292,-14873,4509,-36155,-10632,13872,14588,12603,-18584,11804,62000,35242,-24366,-13834,-36436,-5474,-45304,92002,46024,18460,-49927,-23137,3626,-2705,-43790,25799,-56875,-46610,-35387,-37301,32801,-9923,61769,8348,-38810,-4195,-3226,-1293,-6860,-62719,-7601,20681,-63896,34575,11469,10375,-89238,-851,63427,24195,19480,-19461,40596,14915,-46143,16308,-26289,39505,-8403,-3020,-43153,6970,-47621,-33477,13703,621,59034,24131,-10000,24926,17594,2941
5997,37065,31082,-27904,35174,-4016,20018,-28484,-72370,-27674,-43752,-8240,1060,-17813,-10718,6003,9637,4213,-10322,40663,53566,-27446,-6877,14813,-18835,-122,-28855,-45080,24290,51547,-25589,-3646,-39162,21842,-7880,-8141,32918,7332,-11579,7522,1701,-30860,43469,17435,13996,7676,-12784,4228,-31316,4236,18225,-5988,55785,-22171,-7392,4058,-58416,45407,-378,-46140,28513,11032,20957,-31472,-39522,-410,28851,-56374,13701,33011,34609,53540,-67585,52723,-2789,832,-23924,15223,30078,-48974,28261,15825,3313,-15624,-73830,9742,40010,-32128,59716,-8197,36651,-20199,34434,-41959,-20968,-40162,-32184,-20068,837,27015
51919,-7914,14486,-16707,-29631,17940,-26991,-13498,39553,19813,-30734,-26192,-44267,-4344,8262,29699,8455,-67562,-18399,-43994,22905,11071,37253,3162,11980,22427,-17113,-5503,-43990,71686,-4214,-23458,-74712,27605,54907,1645,-8916,35536,44827,-44585,58096,8966,-7685,24590,-10283,4738,-8366,20180,-40283,-20448,24300,-14430,45555,25155,32633,130,49836,-31685,44411,-72653,-30742,-26952,8620,5347,34207,-19663,-30982,21757,38630,-31155,-51035,-15123,4957,-63314,-29339,-19664,-29954,-28325,46210,23403,33319,6549,16870,-42726,7759,-24299,-1428,-35588,-71511,1656,-38721,49186,-2458,50042,13198,9887,56972,67826,82,31593
17704,-4827,-42734,26218,19426,-31285,-18628,-7373,20069,-15778,-43152,-30652,-18898,39883,5675,-33345,-38368,-48892,-46369,53595,7994,-24745,-33930,-15923,16037,-48329,-4395,38519,82236,41783,-28509,70992,-24261,-35303,12798,15115,18995,-16727,13404,36158,35357,58663,1886,-43508,-5453,11470,-38871,26063,-7009,16053,-41685,-4935,-523,-26186,-7023,17702,8620,29234,4280,-94229,6319,-17052,41924,-3061,14262,-26865,-53631,3172,29954,45847,-27672,10952,-6887,25597,42902,3586,-15774,-14640,-12289,64619,-32621,37845,-13165,-48396,-20630,-23338,14213,-15769,-40615,-12960,52958,17835,-10372,19840,-4210,-22176,-10549,-7950,-21767,-6745
-40035,1872,-29878,-29992,-42714,-40418,-74056,13878,-21895,45898,-7491,1608,-20263,-45304,34842,-35095,9434,57584,4188,17670,3753,11129,-17371,56235,34682,34901,14033,38003,22080,91534,38974,-33288,-14602,16136,33821,23169,-3114,-23330,36604,-53605,28980,55390,15007,-36571,23883,-18974,-8538,-13637,16706,-23989,12134,-18994,9267,38035,11130,2309,-9783,-11080,17082,-41570,26225,40962,8226,-29116,-2234,7209,35824,4793,39074,43987,29115,15680,26454,19867,-23052,-97378,26685,-33317,-13854,36929,91476,28205,2371,14802,-27836,-5574,21585,-57061,-3315,-52831,16842,50799,1555,-46426,12937,26868,27269,957,-53407,-31688
-47340,11181,-45910,26786,-5041,17803,62914,18799,28798,-35696,-50661,-2336,-19844,13881,11829,-6954,-77368,22235,-34317,42832,46881,26847,-13835,-79363,33623,-35153,21747,14554,-11491,-48150,3012,-35,-68829,-4406,-24999,-39252,1552,-43258,-37147,-11476,39169,21544,-77380,-22948,-180,-9597,13917,26978,7796,908,-8313,-39185,4265,-28408,29781,14616,-20400,29179,18997,-50021,19171,43133,34919,-5818,21460,15815,24558,-41563,6780,-19997,18353,40760,55373,63239,6404,21986,75291,-49806,10768,-54816,10010,-11090,4203,-6995,-12250,20278,37710,31312,40790,-10947,84576,26788,15569,34881,2249,-22535,28311,-14104,8876,6917
-14017,20063,-8524,-10463,-13183,27358,-3501,-27271,39177,-30449,19678,20447,10198,-50247,-9427,-8839,-31489,-21244,-3423,5870,17689,70660,-19278,-50944,35620,-20109,-27620,2075,10671,-26129,9095,1862,11999,-8470,18411,-33052,25974,15149,-2278,8080,-5135,-8640,-4331,-11486,-29929,-9318,3913,-19386,81604,74152,-33773,-49946,23652,11916,-15100,59364,-1012,17948,29716,30984,-30959,28203,19354,30234,-44835,-38251,18157,12706,-65440,-7020,-7489,-38204,-25864,-8124,4953,-11804,4177,46193,-7542,9089,61844,-11872,29231,25958,-23802,14758,-40990,41456,-20741,-36161,-55899,55890,-157,83352,9001,-43928,31797,-5560,24435,8907
-79177,31559,17257,-24999,-32597,-4158,-43125,-13206,-35178,-4636,31714,24162,53596,-22708,49413,-2280,-8605,6364,-3992,-32011,15464,14070,-21559,70361,58302,-42670,5896,47118,10137,-7183,-5947,-5727,32433,15410,-16303,-24405,-44176,62267,21778,-25684,10931,5676,25547,-14347,-21904,33852,-7743,-36299,-29962,7807,23446,40116,-27469,29328,-22353,-34008,-66206,-78978,985,11643,-27736,-7178,13618,18000,-8992,88153,26736,19049,-12870,2294,29471,-19070,11072,-15608,-28237,-15773,53220,-13158,24746,41147,18304,37764,-87340,-17663,14365,113658,53127,-24026,22845,-596,-10547,62587,1227,-61855,3044,-21791,5405,-6913,-4293,-83202
-66690,-20818,34608,2442,-3958,-38185,39139,-24074,-54124,31357,4476,751,22429,6928,22425,-2602,-59726,-37039,45447,-81008,7851,-30594,28297,24494,-49782,-13291,-8131,-5278,5062,19054,-34865,-16422,-12679,30372,-23215,6238,17114,-22646,-1598,-20813,-36485,-64621,-1953,14592,14257,-38001,-13273,10446,20898,81007,17991,35536,-24458,-6195,7160,19726,-28537,-50010,31855,57531,-6422,64496,-29272,-47355,-21733,73201,39640,27287,39442,16982,39590,-14251,19088,-7553,-9841,-3931,-19592,22526,64501,-12540,6321,-12677,-6308,-39012,18072,42630,16247,27419,1374,-30488,-6420,-39835,91334,-24298,-39130,42578,-11894,23108,12536,10419
-1951,-3697,-13944,-49652,28883,3065,14742,45753,19335,21476,-34736,-7424,-10590,-5497,-31630,77002,-54018,6057,-44625,45579,-1934,48033,-33840,-11987,66082,-25274,-79700,-17894,8715,11145,24865,-38564,16396,33340,-63596,10337,32387,-14629,3422,38033,18984,27924,20957,23913,42824,33111,-52536,2916,-25618,-3229,-6665,-18917,-11453,-6431,31067,-42382,2420,8153,-25517,-49240,-33236,-16583,-42768,59463,23897,-3286,-24029,43907,4792,24795,-42756,-24841,45719,-7765,31460,52175,47066,-55794,-62307,-67194,-9695,19702,-28042,-23242,75965,17851,44475,10370,-4757,44486,75355,16560,-52847,-19145,33638,-26696,20557,23924,-51012,-2593
-16754,1032,23337,-6967,-41871,58904,-11,-28583,-16676,44026,-3199,-7791,17580,-3116,-3425,-9765,-22997,18861,4447,-55159,-46250,-3775,-23809,-18758,54281,-7790,-17130,23750,18645,1391,5012,-51658,631,64261,-1104,60138,28278,-46337,36974,-13878,12401,63304,-49282,-37938,31824,13216,17510,5185,62613,13265,-3878,-44685,12606,-20472,24838,696,-71070,36157,38555,-17545,-13108,38906,-63297,-24908,-30931,-51429,12905,36865,-21929,23969,-39061,2726,22437,-37635,-27549,14822,57659,63714,8556,14045,-32389,42191,-26364,49567,-6621,11233,-20121,46313,9706,-16892,-31256,8481,14504,64893,-28046,21807,231,-35161,28583,-11412
43233,-3011,-18019,17235,28785,17669,-106802,1613,6070,-25121,-23749,23819,3090,-70739,-30412,-505,-6515,42111,3769,-12735,-7894,61415,74009,-34999,-19696,49562,4872,6946,-1585,16410,70044,-58507,55957,-69525,5459,-15381,-7479,-85182,7291,12504,13654,12376,33157,-12189,-12094,10470,-89326,29600,37744,2947,-14521,-52803,32298,-45500,24251,7731,8182,3147,-16197,-13085,18284,-21725,-10183,-30270,36564,-15628,-19856,25262,4089,9350,-7964,-9187,23158,21701,59493,-28165,6377,-55889,-48535,63494,7762,-19815,44033,42379,-22268,-16841,32064,-9679,-13381,22363,40758,54184,-25947,-63355,-1085,65621,39742,24299,31144,-7953
60942,56397,21816,25516,-26143,16712,36040,6929,-7593,-9676,37763,51370,7962,13995,13437,-22634,7882,-46554,-50976,-27314,6944,25440,23954,-21313,-9405,-1925,47861,12310,10678,-44915,-25449,3032,-29254,-22387,-11023,-46454,-17363,1271,11673,-24411,48618,-33819,-41821,71371,6809,5095,-7553,47493,-2290,-9506,15801,-8060,42397,-32471,-9149,25165,44428,-65551,-24705,-26921,-8189,-24372,23243,41928,3303,46478,-9740,-30178,10648,-42168,22386,-11237,35149,11434,11083,5383,-21256,-68420,56521,-927,-30322,-63286,-48553,-35414,-9166,49272,262,-6475,36274,1810,-72871,5464,37026,14127,-26388,40271,-28642,-25311,18041,58970
-5996,1639,2888,66474,-9355,-52160,53981,42279,-18896,33088,29592,5674,15585,-31747,48478,-68572,41653,32041,-10740,-29851,-6422,2892,-45215,18377,12273,-2394,-5688,68305,-29423,-6459,-14971,15649,-30554,30833,19562,15119,6380,-26651,7222,-75011,-2299,50982,-22288,-12788,-11855,-29776,25065,-5061,-22869,22582,31794,21140,-53333,14457,30368,1209,3222,52481,48443,-4080,-56228,31811,-5443,15096,39664,-19352,13553,37266,-44845,1225,115971,-31154,-7167,-17053,-5318,46094,777,-32394,-105475,64466,14159,30845,45438,1621,21735,7619,-65495,50937,41394,-12923,6447,62605,59642,19235,3741,-35879,-54982,-72340,10101,-22159
13104,-22329,-18401,-98473,-49399,35377,-9933,-16340,19510,39213,22686,-65911,-37684,49799,-27291,51179,-5250,20355,46322,29537,52703,-67613,26819,-13777,-9673,-14794,-13915,5998,-31094,8640,6917,-22856,26993,21752,45298,-4562,-39184,47867,-1925,42427,-56819,-51074,-32921,10256,-35700,-21037,1654,-20083,36583,44057,-32856,31829,-11658,39352,8368,-36401,-3737,-14427,39307,-13371,47829,8619,-5139,-7788,13756,4868,6981,-37340,35342,56226,-73628,794,-22964,-12471,25763,-8793,16055,44138,-8311,-12960,-29535,-1819,-40492,3316,31651,13313,-58779,-23833,-41378,-7431,40417,-37743,-50391,-17123,23058,43489,23028,-16606,-25019,14282
33067,-30111,7416,-33928,33064,18646,-47137,2330,19048,-20282,-4758,-6686,-38207,-84369,7534,-16778,-6623,9897,-41252,-25795,8279,31138,10550,-4880,-30800,-32820,10381,41703,22742,-7072,-14923,-13688,4135,-23244,-5596,339,-36393,33403,34082,-25617,2177,-1339,-10011,-18580,-62004,519,11946,-42014,4554,35092,-19266,-31202,-29971,14127,-42973,7008,-40964,-27206,49055,3998,7032,-21553,-46499,12821,5001,-26742,48351,8814,40443,3915,8751,7505,-14202,7115,-34140,-57355,50033,-7379,3686,29081,-19419,20216,-18659,-1649,20948,-39594,-22139,24329,-26647,10927,12019,11926,16608,-3549,-31996,-27224,-24505,19144,43427,20705
3710,15986,45085,-2288,-34671,20331,24624,3701,4774,18625,6756,-39884,-1950,60684,3085,-2238,47269,-28194,65990,-9100,-15084,-19902,-66937,-38396,-8124,370,42922,-36400,16385,44673,-61216,7226,-43126,32876,5263,9815,31977,46416,10148,-57433,27430,6534,-11166,13856,9350,-38536,51669,-86859,-11778,19177,-46622,-49156,5949,-36567,14211,16455,-25805,32677,-5914,-30664,2796,-20109,13869,-9539,20388,-99647,-38201,-29956,-6183,26315,-36912,-7520,2350,-61,-29769,-2446,-10146,3278,10702,-9454,-36541,-117634,9567,34063,-38748,-72885,10753,13900,-50877,10359,4195,-69049,-8961,57429,-9415,20298,-39959,4970,28394,44969
-54308,-7894,3485,12383,49517,4568,12563,38428,60771,2796,-40076,24159,-7364,-13754,-20177,522,-49206,6606,-59747,-59059,12956,-25001,11525,-38734,-24944,-37253,-57162,-1404,-67028,-3589,15869,12879,39572,-16330,-3991,11973,7602,-35879,20720,47725,-1048,-22768,10449,48603,-4275,21144,-61781,26961,2768,-5075,27149,13318,22510,-75320,-959,64505,32595,-36463,-1772,-36037,20091,-9214,-11929,-38834,-16546,34564,23618,20246,411,-67791,-18594,-14274,-12559,25095,44498,4586,-45311,13610,46803,-38564,-26787,43431,34414,-56808,24934,-25521,-28245,1750,4846,40048,32868,2263,22387,11352,13985,-10160,-21471,-12705,29364,42619
-61892,28112,110653,-37838,-42551,-7017,-20321,-43434,-27917,-14069,-46509,-16682,63685,26474,-35664,-3277,38303,-15096,32125,-29973,-24858,-17585,26325,-17739,-92147,-9765,33381,27223,-61586,22287,-13311,-18641,-16599,-7623,-21359,6526,-34795,-18759,-27020,-75797,9116,-3303,2623,47332,14109,9870,-16446,-10909,-26084,113376,-4146,-31164,24304,24674,43171,-7915,-24638,55054,-21842,-11564,22292,30315,-32014,-38627,19867,-8165,44457,-52301,46011,24410,47548,-9910,21183,43775,17379,-25886,4075,-49032,59566,16856,-70591,-34153,-5564,20330,-17815,-5225,50010,20089,19156,-28754,40702,-39186,11830,1820,17253,32492,-17176,-76272,11082,-7520
-17137,-50301,-17192,-50589,-67740,-39311,8946,-41804,-30338,-7988,16156,2289,13301,3691,32685,15353,16486,-5133,4733,52523,24399,46762,46997,3118,28091,-18063,93257,46013,18210,-6934,-51299,-43851,19666,-32255,17916,-75453,-23502,-34693,9527,-125250,-15818,-2098,-29550,16921,-8463,-23993,54684,-47312,32805,92620,36266,11593,-5049,25133,65672,-4232,-1916,-29496,11561,-361,-20513,-16077,15633,-2711,20669,3127,27067,2465,-14016,37843,57076,2668,-4518,14502,-11986,-19268,-30182,-62961,24977,17808,-42526,29776,-9630,-36737,-14340,27235,-51922,-23354,11707,7882,38743,11315,-43,-8746,-27648,24700,21047,-6502,-35034,1073
